#,data type,IMS raw data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,version,VOCan - v2.7 (2013-04-10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,template version,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,AD-board type,usbADC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,ser.-no.,BD18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#
#,date,11/12/15
#,time,16:55:20
#,file,BD18_1511121654_ims.csv
#
#
#,SAMPLE INFORMATION,
#
#,sample type,sample
#,sample ID,candy trick e15
#,comment,SpiroScout; st 1
#,location,
#,location name,
#,height ASL / m,0
#,total data acquisition time / s,149.089
#
#
#,IMS - INFORMATION,
#
#,operator,
#,operator name,
#,IMS,BD18
#
#,K0 RIP positive / cm^2/Vs,2.06
#,K0 RIP negative / cm^2/Vs,2.22
#,polarity,positive
#,grid opening time / us,300
#
#,pause / s,0
#,tD interval (corr.) / ms from,-0.150
#,tD interval (corr.) / ms to,49.846
#,1/K0 interval / Vs/cm^2 from,-0.00435
#,1/K0 interval / Vs/cm^2 to,1.44702
#,no. of data points per spectra,2500
#,no. of spectra,300
#,no. averaged spectra,5
#,baseline / signal units,2011
#,baseline / V,4.9505816
#,V / signal unit,0.0024617512
#
#,drift length / mm,120.0
#,HV / kV,4.38
#,amplification / V/nA,0.0
#
#,drift gas,synth. air
#,drift gas flow / mL/min,100
#,sample gas,synth. air
#,sample gas flow / mL/min,98
#,carrier gas,synth. air
#,carrier gas flow / mL/min,151
#,pre-separation type,MCC OV5
#,pre-separation T / deg C,40.0; OK
#,sample loop T / deg C,40.0; OK
#,sample loop volume / mL,10.0
#
#,ambient T source,manual
#,ambient T / deg C,-9999.9
#,ambient T x^2,0.0
#,ambient T x^1,1.0
#,ambient T x^0,0.0
#,ambient T x^-1,0.0
#,ambient T x^-2,0.0
#,ambient p source,manual
#,ambient p / hPa,-9999.9
#,ambient p x^2,0.0
#,ambient p x^1,1.0
#,ambient p x^0,0.0
#,ambient p x^-1,0.0
#,ambient p x^-2,0.0
#
#,6-way valve,auto
#
#
#,EXTERNAL SAMPLING CONTROL,
#
#,control status,SpiroScout||-50000||-999999999||-500000||10
#,control zero / signal units,-9999
#,control zero / V,-9999.0
#,control threshold / signal units,-9999.0
#,control threshold / V,-9999.0
#,control threshold2 / signal units,-9999.0
#,control threshold2 / V,-9999.0
#,control sampling time / s,-9999.0
#,control variable,Flow
#,control dimension,a.u.
#,control x^2,0.0
#,control x^1,1.0
#,control x^0,0.0
#,control x^-1,0.0
#,control x^-2,0.0
#
#
#,STATISTICS,
#
#,RIP detection,enabled
#,tD  (RIP corr.) / ms,16.722
#,1/K0 (RIP) / Vs/cm^2,0.48543692
#,K0 (RIP) / cm^2/Vs,2.0599999017715502
#,SNR (RIP),174.74152
#,WHM (RIP) / Vs/cm^2,0.013439657
#,res. power (RIP),36.109688
#
#,tD  (preRIP corr.) / ms,16.198
#,1/K0 (preRIP) / Vs/cm^2,0.47022527
#,K0 (preRIP) / cm^2/Vs,2.1266402596706255
#,SNR (preRIP),6.4976063
#,WHM (preRIP) / Vs/cm^2,0.032464642
#,res. power (preRIP),16.520987
#
#,signal RIP / V,-8.48584
#,signal preRIP / V,-0.12062581
#,RIP / preRIP,0.07113959
#
#
#,Fims / cm^2/kV,34.44732
#
#
#
#
#
#
#
#
#
#
\   , tR, 0.0, 0.452, 0.983, 1.513, 1.95, 2.48, 2.917, 3.447, 3.962, 4.493, 5.023, 5.46, 6.006, 6.458, 6.973, 7.41, 7.94, 8.455, 8.923, 9.453, 9.968, 10.499, 10.935, 11.466, 11.918, 12.449, 12.979, 13.416, 13.931, 14.367, 15.007, 15.444, 15.974, 16.427, 16.957, 17.472, 17.94, 18.392, 18.923, 19.437, 19.874, 20.498, 20.935, 21.465, 21.902, 22.433, 22.963, 23.384, 23.93, 24.367, 24.897, 25.428, 25.943, 26.473, 26.925, 27.44, 27.893, 28.407, 28.938, 29.375, 29.905, 30.342, 30.872, 31.481, 31.933, 32.463, 32.9, 33.431, 33.867, 34.398, 34.85, 35.365, 35.895, 36.332, 36.956, 37.409, 37.939, 38.376, 38.906, 39.437, 39.873, 40.404, 40.856, 41.371, 41.823, 42.432, 42.884, 43.399, 43.851, 44.382, 44.85, 45.38, 45.895, 46.347, 46.862, 47.315, 47.939, 48.375, 48.89, 49.421, 49.857, 50.388, 50.84, 51.371, 51.807, 52.338, 52.853, 53.383, 53.867, 54.381, 54.834, 55.364, 55.879, 56.331, 56.784, 57.314, 57.845, 58.297, 58.905, 59.342, 59.888, 60.325, 60.84, 61.37, 61.823, 62.353, 62.805, 63.336, 63.788, 64.397, 64.833, 65.364, 65.879, 66.331, 66.861, 67.298, 67.829, 68.265, 68.796, 69.233, 69.857, 70.293, 70.824, 71.354, 71.791, 72.321, 72.758, 73.289, 73.819, 74.256, 74.786, 75.317, 75.831, 76.284, 76.814, 77.329, 77.781, 78.312, 78.749, 79.279, 79.809, 80.246, 80.855, 81.291, 81.822, 82.259, 82.789, 83.319, 83.772, 84.302, 84.739, 85.269, 85.706, 86.315, 86.767, 87.313, 87.75, 88.28, 88.795, 89.232, 89.762, 90.215, 90.745, 91.197, 91.806, 92.243, 92.789, 93.241, 93.756, 94.302, 94.739, 95.269, 95.721, 96.236, 96.673, 97.281, 97.812, 98.249, 98.717, 99.247, 99.699, 100.23, 100.76, 101.181, 101.712, 102.242, 102.773, 103.225, 103.755, 104.286, 104.723, 105.253, 105.705, 106.22, 106.657, 107.187, 107.718, 108.264, 108.794, 109.247, 109.761, 110.214, 110.744, 111.197, 111.727, 112.164, 112.679, 113.131, 113.74, 114.192, 114.722, 115.253, 115.705, 116.236, 116.672, 117.203, 117.64, 118.17, 118.622, 119.231, 119.683, 120.229, 120.666, 121.196, 121.711, 122.148, 122.694, 123.146, 123.661, 124.114, 124.722, 125.174, 125.689, 126.142, 126.672, 127.202, 127.655, 128.17, 128.606, 129.137, 129.667, 130.198, 130.728, 131.165, 131.695, 132.148, 132.678, 133.13, 133.645, 134.098, 134.612, 135.143, 135.673, 136.204, 136.64, 137.171, 137.701, 138.154, 138.606, 139.121, 139.651, 140.088, 140.603, 141.149, 141.664, 142.116, 142.646, 143.177, 143.614, 144.16, 144.596, 145.127, 145.564, 146.094, 146.64, 147.17, 147.607, 148.138, 148.652, 149.089
1/K0, tDcorr.\SNr, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299
-0.00412, -0.142, -1, -1, -2, 3, -2, 0, -2, -3, -3, 2, -1, -1, -1, -1, -1, 0, -2, -1, 2, 1, -1, 1, -2, 1, 0, -1, -4, -2, -2, -1, -1, 2, 1, 2, 2, -2, 0, 1, -2, 2, -2, -2, 0, 2, 3, 2, 4, -1, 0, -2, 1, -1, -1, -1, 0, -1, 0, 1, -3, -1, -2, 0, -1, 1, 0, 2, 0, 0, -3, -2, -1, -2, -1, 1, -3, -1, 2, 0, -2, 0, -4, -3, 1, -1, -1, 1, -3, -1, -4, -1, 0, 0, 2, 0, 2, 0, 0, -1, -1, 1, -1, -1, -1, 1, -1, 1, -1, 1, 0, 0, 0, 3, -1, 0, 1, -1, -1, 0, 2, 3, 0, -1, 0, 0, 1, 0, -1, 1, 0, 1, 0, 0, 0, -4, -2, 1, 1, 0, 0, -2, -1, 1, 1, -2, 2, 0, 1, -1, -1, -2, -1, 1, 0, 1, -2, -1, -2, -4, 0, 1, -3, 0, 0, 1, 0, 0, 1, -2, -2, -1, 0, 0, -1, 0, -1, -2, -2, 1, -3, -3, 0, 1, -1, 1, -1, -1, -2, 1, -2, -1, 0, -1, 2, -3, -3, 3, -1, 0, 2, -1, 3, -1, 0, 0, 1, -1, 1, 2, 0, 0, 2, -1, -3, -1, 1, 1, 0, -1, -2, -1, 2, -1, 0, -2, 1, 0, -1, -1, 0, 1, 0, -2, -1, -2, -2, 1, -1, 0, -2, 1, 0, -1, 1, -2, 0, -2, 1, 1, 1, -1, 1, 0, 0, 1, 0, 1, -1, 1, -3, 3, -3, 1, 0, -2, 1, -4, 2, -1, -3, -1, -2, -1, 1, -1, 1, 0, 2, 0, 2, 0, 0, 0, 2, 0, -1, -1, -2, 0, 0, 1, 1, 2, 1, -1, 2, -1, 0, -1, 2, 2
-0.00354, -0.122, -4, -3, -3, 0, -1, -2, -3, -3, -4, 1, -3, -1, -3, -1, -2, -2, -2, -1, -1, -1, -2, -1, -2, 0, -1, -1, -3, -2, -2, -1, -3, -1, 0, 0, 0, -2, -3, -1, -1, -1, -2, -4, 0, -1, 1, -4, 2, -1, -3, -4, -1, -1, -2, -2, -1, -2, -2, 0, -3, -3, -4, -1, 0, 0, 0, -1, -1, -1, -2, -3, -2, -5, -2, -1, -3, -2, 0, -2, -4, -2, -4, -1, -2, 0, -1, 0, -3, -1, -4, -3, 0, 0, 0, -1, 0, -1, -3, -1, -1, 2, -2, -2, -1, -1, -1, -2, -1, -1, -3, -2, 0, 1, -3, 0, -1, -2, -2, -2, 2, 1, -2, -2, -2, -3, -1, -2, -2, -2, -2, -3, -1, -1, -3, -4, -4, -2, -1, 1, -1, -2, -1, 0, -1, -4, -2, -3, 2, -2, -2, -3, -2, -1, 0, -2, -3, 0, -4, -5, -2, -1, -2, 0, -1, 0, -1, -1, -1, -3, -2, -2, -4, -2, -1, -3, -2, -3, -3, 1, -2, -4, -4, -1, -2, -2, -3, -1, -2, -2, -5, -1, 0, -2, -2, -4, -4, 0, 0, -5, 1, -1, 2, -2, -2, -2, -4, -1, -2, 1, -4, -1, 1, -2, -3, -2, -1, -1, 1, -5, -3, -2, 0, -2, -2, -5, 0, -3, 0, -2, -1, -1, -2, -3, -3, -3, -2, -1, -1, -3, -1, -1, -2, -1, 0, -2, -1, 0, 0, 1, -2, -1, -2, -1, -2, -2, 0, -1, -1, -1, -4, -2, -4, 0, 0, -3, -1, -4, 1, -1, -4, -2, -2, -2, -1, -2, -1, -1, 1, -2, 2, -1, -1, -1, -1, -3, -2, -1, -4, -2, -2, -2, -1, 0, -1, 0, 1, -3, 0, -2, -1, 0
-0.00296, -0.102, -4, -3, -3, 0, 0, -2, -3, -3, -4, 2, -3, -3, -3, -4, -3, -1, -3, -2, -3, -2, -4, -3, -3, -1, -1, -3, -1, -1, -2, -2, -3, -1, 1, -1, -1, -1, -2, -3, -1, -3, -2, -5, -1, -2, -1, -3, 0, -1, -3, -4, -2, -2, -3, -1, -2, -1, -1, -2, -3, -3, -3, -1, -1, -1, -3, -2, -2, -1, -2, -3, -1, -5, -3, -2, -4, -3, -1, -4, -3, -1, -3, -3, -2, -1, -2, 1, -3, -2, -5, -3, -2, -1, -3, -2, -1, -2, -5, -1, -1, -1, -2, -2, -1, -1, -2, -2, -2, -3, -3, -2, 1, 0, -3, -3, -3, -2, -3, 0, -2, -3, -3, -3, -4, -4, -2, -3, -2, -3, -4, -3, -2, -3, -4, -5, -4, -2, -2, -1, -2, -3, 0, 0, -2, -5, -4, -3, 1, -2, -2, -4, -1, -1, -3, -1, -3, -1, -3, -7, -3, -3, -2, -1, -2, -1, -1, -1, -3, -3, -2, -2, -4, -3, -1, 0, -1, -5, -5, -1, -3, -6, -3, 0, 0, -3, -4, 0, -3, -1, -4, 1, 1, -3, -4, -3, -4, 0, -3, -4, 1, -2, -1, -1, -1, -3, -5, -4, -3, 1, -3, -2, -1, -1, -3, -2, 0, -2, 0, -4, -3, -1, -1, -2, -1, -5, -1, -3, -2, -2, -2, -2, -1, -2, -1, -5, -2, -2, 0, -4, -1, -1, -2, -1, -1, 0, -2, 0, -1, 0, -4, -3, -3, -1, -3, -4, 0, -1, -1, -4, -5, -4, -4, -2, 0, -3, -2, -3, -1, 0, -5, -3, -3, -3, -3, -3, -2, -2, 2, -2, -1, -3, 0, -1, -1, -3, -1, -3, -4, -4, -3, -3, 0, -1, -3, 0, 0, -3, 0, -3, -2, -1
-0.00238, -0.082, -1, -1, -3, -1, 1, -2, -4, -3, -3, 1, -3, -2, -3, -2, -3, 0, -1, -2, -3, -1, -3, -3, -4, -3, -2, -1, -1, -2, -2, -2, -3, 0, 0, -1, -1, -1, 0, -2, -1, -2, -2, -3, 0, -1, 0, 0, 0, -1, -1, -3, 0, -2, -3, -2, 1, -1, -4, -2, -3, -2, -2, 0, 0, 0, -3, 0, -1, 0, -3, -4, 1, -3, -2, -1, -3, -3, -2, -4, -1, -1, -4, -3, -1, -3, -2, 2, -3, -2, -3, 0, -1, -1, -1, -1, -3, -2, -5, -1, -1, -1, 0, -3, -2, -1, -3, 0, 0, 0, -2, -3, 1, -2, -2, -1, -3, -1, -3, 1, -2, -3, -2, 0, -3, -4, -2, -3, -3, -3, -2, -1, 0, -2, -2, -1, -2, -2, -4, -1, 0, -4, -1, -2, -2, -2, -2, -2, 0, -3, -2, -2, -1, -2, -2, 0, -2, -2, -2, -5, 0, -2, -3, -1, -2, -1, -1, -3, -3, -2, -2, -3, -3, -2, 0, -1, -3, -6, -3, -3, -1, -5, -3, 0, 0, -2, -3, 0, -1, -1, -5, 0, 0, -2, -3, -3, -3, -1, -2, -4, -1, -2, -1, -2, -3, -2, -4, -4, -3, 1, -2, -1, -2, 0, -2, -3, 1, -1, 0, -2, -3, 0, -2, -1, 1, -4, 0, -1, -2, -4, -3, -2, -1, -2, -2, -4, -1, -2, -2, -2, 1, -1, 0, -1, 0, -1, -2, 0, -1, 1, -4, -2, -3, -1, -4, -3, 0, -2, -1, -4, -4, -2, -2, -1, -1, -4, -1, -2, -3, -1, -5, -3, -3, -4, -2, -1, -3, -1, 3, -2, -2, -4, 0, -1, -1, -2, 0, -2, -3, -2, -3, -1, 0, -2, -1, 0, -2, -2, -3, -2, -3, 1
-0.00180, -0.062, 0, 0, -3, 0, 2, -2, -3, -1, 0, -1, -3, -1, -1, 0, -1, -1, -2, 1, 1, -1, -2, -3, -2, -3, 0, -1, -1, -1, -1, -3, -2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, -1, 0, 0, 1, 1, 1, 2, 1, -3, -2, -1, 0, 0, -3, -1, -2, 1, -1, 1, 0, 0, -2, -1, 2, -1, -1, -3, 0, -2, -1, 0, 0, -1, -2, -1, -1, 0, -2, -1, -1, -2, -2, 1, -1, -1, -1, 1, 1, -1, 2, -1, -1, -2, -3, 0, 0, 0, -1, -4, -3, 0, 0, 0, 1, -2, -2, -1, 1, 0, -1, -1, -3, 0, 3, 0, 1, -1, 0, 1, 1, -3, 0, -1, -2, -2, -1, 1, 0, -1, 0, 0, 0, 0, -2, -1, 0, -4, -1, -2, -1, -2, -2, -1, 0, 0, 1, -3, -1, 0, 0, 1, -1, -1, -4, -4, 0, -1, -1, 1, -3, 0, -1, -2, -1, -2, -1, -1, -1, 0, 1, -1, -1, -5, -1, -2, -1, -3, -1, 0, -1, -2, -2, 0, -1, 1, -2, 1, 0, -1, -2, -2, -1, -1, -2, -5, 1, 0, 1, -2, -1, 0, -2, -3, -1, 2, -2, -1, -1, 2, -1, -2, 2, 2, -1, -2, -1, 0, 0, 2, 1, -1, 0, 1, -1, -1, 0, -2, 1, -3, -2, -1, -1, -2, -1, -1, -1, 1, 1, -1, 1, -1, -1, 0, -1, 1, -2, -1, -1, -2, -1, -1, 2, -4, 0, -2, -2, 0, -1, -1, 1, 1, 0, 0, -2, -1, -2, -2, -1, -2, -1, 1, -1, 1, 2, -2, -1, -4, 0, 0, 1, -2, -1, -1, -1, -1, -1, 1, 0, -1, -1, 0, 0, -1, -1, -2, -2, 3
-0.00122, -0.042, 1, 0, -2, 1, 1, 1, -2, 2, 1, 2, -3, 0, 1, 1, 1, -1, 1, 2, 1, 1, -1, -2, 0, -1, 1, 1, 0, -1, 0, 0, 1, 3, 0, 1, -1, -2, 0, 1, 1, 2, 1, 0, 2, -1, 1, -1, 3, 1, 1, 2, 2, -2, -1, 1, 1, 0, -2, 1, 0, 0, 1, 2, 0, 0, -2, -1, 0, 4, 0, -2, 3, 0, -1, 1, 1, 0, -1, 1, 0, 0, 1, 0, -1, 0, 0, 1, -2, 0, 0, 0, 2, 1, 1, -2, 1, -1, 1, 1, 1, -2, -2, -1, -2, 2, 3, 0, 0, -1, 0, 0, 2, 0, 0, 0, -2, -2, 1, -1, 1, 0, 0, 2, 2, -2, 1, -1, 1, 0, -1, 2, 0, 1, 1, 0, 1, 1, 0, -1, 1, -3, 1, 1, 0, -1, -1, -1, 1, 2, 1, -3, -1, 0, 1, 0, 1, -1, -1, 0, 1, 0, 2, 1, 0, 0, 2, -2, 0, -2, -2, 0, 1, 1, 1, -1, -1, -3, -1, 0, -1, -1, 0, 2, 1, 0, -1, 0, 0, 1, -2, 2, -1, 2, 0, -1, 1, 0, -1, -2, 1, 0, 2, -2, 0, 2, -1, -1, -1, 2, -1, 1, 2, 1, -1, 2, 2, 2, 1, -1, 1, 1, 0, -1, 2, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, -1, -1, 0, -3, -1, 2, 1, 2, 0, 3, 0, 2, 1, 3, 2, 1, 0, -1, 1, 1, 2, 0, 1, -2, 0, 0, -2, 1, 1, 1, 1, 1, 2, 2, -1, -3, 0, -1, 1, 3, -2, 1, 2, 1, 0, -2, 3, 0, 2, -2, 0, 2, 0, 1, 2, 1, 1, 2, 0, -1, 2, 0, 0, 1, 0, 3
-0.00064, -0.022, 1, 0, 0, 0, 1, 3, 1, 3, 2, 3, 1, 1, 0, 2, 2, 2, 2, 1, 3, -1, 0, -1, 2, -1, 2, 2, 1, -3, 0, 2, 1, 2, 0, 1, 1, 1, 2, 2, 1, 3, 1, 1, 2, 2, 2, -1, 4, 2, 2, 2, 3, -1, -1, 0, 1, 1, -1, 0, 2, 1, 1, 3, 2, 0, -1, 1, 1, 4, 1, -2, 2, 2, -2, 2, 1, 1, -1, 0, 0, 2, 2, 1, 1, 1, 0, 2, -2, 1, 1, 0, 3, 2, 1, 0, 1, 2, 2, 0, 2, -2, -1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 2, 2, 2, 1, -1, -2, 2, -1, 1, 0, 1, 2, 2, 0, 0, 1, 3, 1, 1, 3, -2, 0, 1, 2, 0, 4, 0, 0, 1, -1, 2, 0, 0, -1, 0, 0, 1, 2, 2, -1, 0, 1, 1, -1, 3, 1, 0, 2, 0, 2, 0, 3, 2, -1, 4, -1, -1, -1, -1, -2, 2, 1, 2, 0, -2, -2, 0, 2, 1, 0, 2, 3, 1, 1, 0, 1, 0, 1, -1, 4, 1, 3, -2, 1, 2, 1, 2, 0, 1, 0, 2, 1, 1, 3, -1, 0, 2, 3, -1, 1, 2, 0, 0, 3, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 1, 3, 1, -2, 2, -1, 2, 0, 0, 0, 2, 2, 1, -1, 0, 2, 2, 2, 1, 3, 2, 2, 3, 3, 2, 1, 0, 0, 1, 2, 3, 0, 1, -1, 0, 2, -2, 3, 3, 3, 0, 0, 1, 1, -1, 0, 1, -1, 2, 3, -1, 1, 3, 2, 1, -1, 4, 0, 3, -1, 0, 2, 0, 1, 5, 2, 2, 3, 0, -1, 2, 2, 0, 1, 1, 3
-0.00006, -0.002, 2, 1, 1, 2, 1, 2, 1, 4, 3, 2, 3, 3, 1, 0, 3, 3, 4, 1, 3, 1, -1, 1, 2, -1, 2, 3, 2, 0, 0, 3, 0, 2, 1, 4, 4, 1, 3, 2, 2, 3, 1, 1, 3, 3, 2, 1, 4, 3, 2, 2, 2, -1, 0, 1, 1, 2, 1, 2, 4, 0, 2, 3, 2, 2, -2, 4, 2, 2, -1, -1, 3, 2, 1, 2, 0, 4, 1, 3, 1, 2, 2, 3, 2, 0, 1, 3, 0, 0, 1, 0, 3, 2, 1, 1, 2, 2, 2, 4, 4, 3, 1, 1, 1, 2, 2, 3, 1, 2, 1, 1, 1, 3, 1, 0, 4, 0, 3, 2, 3, 1, 2, 3, 2, 2, 1, 2, 4, 0, 2, 3, -1, -1, 2, 1, 1, 4, 0, 2, 2, 0, 4, 2, 1, 1, -1, 1, 3, 1, 3, 0, 0, 2, 2, 1, 2, 1, 2, 4, 1, 0, 1, 2, 2, 1, 3, 1, -1, 1, 0, 0, 2, 2, 0, 3, 0, -2, 2, 3, 1, 1, 1, 4, -2, 2, 0, 0, 1, 1, 0, 4, 1, 4, -1, 3, 3, 3, 2, -2, 1, 1, 2, 4, 2, 4, 0, 1, 2, 4, 1, 0, 2, 2, 0, 4, 3, 2, 4, 2, 2, 3, 1, 1, 3, 0, 2, 1, 2, -1, 2, 0, 1, 0, 1, 3, 3, 1, 1, -1, 2, 3, 3, 0, 2, 3, 2, 3, 3, 3, 2, 0, 1, 1, 0, -1, 2, 0, 1, 0, 0, 1, 1, 3, 4, 2, 1, 2, 1, 3, -1, 2, 2, 1, 1, 2, 0, 3, 1, 2, 2, -1, 4, 0, 3, 0, 1, 1, 1, 2, 3, 2, 2, 2, -1, -1, 2, 3, 1, 2, 1, 2
