measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1511110755_ims.csv	p1	0.47821	0	135.507	828	0
BD18_1511110755_ims.csv	p2	0.65706	3.073	10.5454	1135	6
BD18_1511110755_ims.csv	p4	0.53589	17.425	12.6626	927	35
BD18_1511110755_ims.csv	p5	0.60113	2.543	23.3017	1039	5
BD18_1511110755_ims.csv	p6	0.53589	7.535	34.0554	927	15
BD18_1511110755_ims.csv	p7	0.65006	94.178	10.5397	1123	189
BD18_1511110755_ims.csv	p9	1.02057	97.251	13.3144	1759	195
BD18_1511110755_ims.csv	p10	0.45258	4.992	35.436	784	10
BD18_1511110755_ims.csv	p11	0.65006	3.495	11.7664	1123	7
BD18_1511110755_ims.csv	p12	0.51317	22.417	21.6723	888	45
BD18_1511110755_ims.csv	p13	0.6891	3.495	11.547	1190	7
BD18_1511110755_ims.csv	p15	0.58773	4.025	81.5989	1016	8
BD18_1511110755_ims.csv	p16	0.49685	6.49	247.622	860	13
BD18_1511110755_ims.csv	p17	0.68677	29.437	15.9562	1186	59
BD18_1511110755_ims.csv	p18	0.94716	97.251	26.0135	1633	195
BD18_1511110755_ims.csv	p19	0.54812	7.535	215.757	948	15
BD18_1511110755_ims.csv	p20	1.00833	97.251	15.6312	1738	195
BD18_1511110755_ims.csv	p22	1.14115	97.251	12.6828	1966	195
BD18_1511110755_ims.csv	p23	0.56734	17.425	14.9126	981	35
BD18_1511110755_ims.csv	p25	0.99785	97.251	18.0143	1720	195
BD18_1511110755_ims.csv	p26	0.50792	10.515	36.045	879	21
BD18_1511110755_ims.csv	p27	0.71939	29.437	12.5043	1242	59
BD18_1511110755_ims.csv	p28	0.57783	23.478	29.408	999	47
BD18_1511110755_ims.csv	p29	1.03571	97.251	10.53	1785	195
BD18_1511110755_ims.csv	p30	0.95066	97.251	25.9551	1639	195
BD18_1511110755_ims.csv	p31	0.76308	29.437	11.7131	1317	59
BD18_1511110755_ims.csv	p32	1.02814	97.688	12.5053	1772	196
BD18_1511110755_ims.csv	p33	0.97396	97.251	25.7201	1679	195
BD18_1511110755_ims.csv	p34	0.97804	97.251	25.6494	1686	195
BD18_1511110755_ims.csv	p35	0.96173	96.72	24.5982	1658	194
BD18_1511110755_ims.csv	p36	0.95474	97.251	25.658	1646	195
BD18_1511110755_ims.csv	p38	0.84697	29.437	53.6683	1461	59
BD18_1511110755_ims.csv	p39	0.92561	97.251	112.328	1596	195
BD18_1511110755_ims.csv	p40	0.91687	29.437	15.0098	1581	59
BD18_1511110755_ims.csv	p41	0.64366	29.437	354.385	1112	59
BD18_1511110755_ims.csv	p42	0.51317	34.445	12.1729	888	69
BD18_1511110755_ims.csv	p46	0.60637	99.7	136.159	1048	200
BD18_1511110755_ims.csv	p48	0.89007	117.078	19.8806	1535	235
BD18_1511110755_ims.csv	p49	0.53647	42.947	10.1881	928	86
